Unnamed: 0,property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_category,price_in_lakhs,Housing Price Predicted Value
868,PROP-038912,Bangalore,Whitefield,Standard,Villa,4,4,3,2248,1954,10,17,High (10-19),East,Unfurnished,4,1,8.0,1,0,1,1,5912,15.1,3.5,3,3,Resale,Low,167.27,164.0148000000002
869,PROP-005844,Hyderabad,Jubilee Hills,Premium,Apartment,1,1,3,300,264,2,11,Low (1-4),North-West,Unfurnished,4,1,8.8,1,1,1,1,5679,8.5,1.9,2,3,Resale,Low,28.87,33.28269999999995
870,PROP-015770,Delhi,Gurgaon DLF,Premium,Apartment,2,2,1,1011,812,1,2,Low (1-4),North-West,Semi-Furnished,5,0,3.8,0,1,1,0,4150,8.3,3.9,3,4,Resale,Low,110.04,120.99620000000021
871,PROP-027099,Delhi,Noida Sector 62,Standard,Studio,1,2,4,402,352,17,22,High (10-19),South-East,Semi-Furnished,8,0,5.9,0,0,0,1,3071,14.4,4.3,0,0,Resale,Low,37.6,32.79229999999996
872,PROP-034727,Bangalore,Koramangala,Premium,Apartment,3,3,3,1344,1112,2,9,Low (1-4),South-West,Semi-Furnished,2,1,6.7,1,0,1,1,4666,5.0,0.7,3,2,Resale,Low,177.63,166.58830000000006
873,PROP-020931,Bangalore,Electronic City,Standard,Independent House,3,3,4,1856,1603,8,13,Mid (5-9),South,Semi-Furnished,39,0,6.1,0,0,0,1,4030,13.3,0.3,4,1,Resale,Low,81.96,97.31479999999989
874,PROP-012314,Hyderabad,Banjara Hills,Premium,Apartment,4,4,1,1927,1663,9,10,Mid (5-9),South,Fully Furnished,8,2,6.1,1,0,0,1,4454,4.9,4.1,3,5,New,High,217.75,245.02960000000002
875,PROP-008294,Bangalore,Electronic City,Standard,Apartment,3,3,1,1203,984,11,17,High (10-19),East,Semi-Furnished,4,1,3.1,0,0,1,1,3372,10.3,5.8,1,0,New,Low,79.65,95.9517999999999
876,PROP-049409,Hyderabad,Kondapur,Standard,Apartment,2,2,1,925,794,4,9,Low (1-4),South,Unfurnished,9,0,4.9,0,0,0,1,2332,13.0,0.9,3,1,New,Low,51.52,59.02790000000008
877,PROP-022320,Delhi,Noida Extension,Affordable,Apartment,4,4,3,1806,1552,5,8,Mid (5-9),North,Unfurnished,0,2,5.0,0,0,1,1,2612,18.2,3.6,2,1,Resale,Low,111.29,111.07570000000015
878,PROP-020487,Mumbai,Thane,Affordable,Apartment,3,4,1,1506,1298,7,14,Mid (5-9),North,Fully Furnished,6,1,4.2,0,0,0,1,1782,18.8,2.0,4,1,New,Low,80.76,80.49290000000008
879,PROP-022611,Hyderabad,Jubilee Hills,Premium,Villa,4,4,3,2287,1974,4,5,Low (1-4),South-East,Unfurnished,8,3,7.6,1,0,1,1,4142,15.7,1.9,5,1,New,High,289.77,298.7679000000001
880,PROP-012466,Hyderabad,Madhapur,Standard,Apartment,2,2,2,1088,904,9,14,Mid (5-9),North,Unfurnished,4,0,3.9,0,0,1,1,3259,22.8,2.1,2,3,Resale,Low,112.37,80.62989999999999
881,PROP-041513,Hyderabad,Banjara Hills,Premium,Independent House,5,6,1,2581,2079,5,10,Mid (5-9),West,Semi-Furnished,0,1,5.9,1,1,1,1,7360,4.1,1.7,5,3,Resale,High,414.91,403.3650999999999
882,PROP-048610,Delhi,Noida Extension,Affordable,Studio,1,2,2,300,248,2,8,Low (1-4),North-East,Semi-Furnished,1,1,3.3,0,0,1,1,2219,20.8,1.0,2,0,New,Low,10.0,10.960899999999999
883,PROP-017673,Bangalore,Koramangala,Premium,Independent House,4,3,0,2396,2104,2,8,Low (1-4),East,Fully Furnished,1,2,4.8,0,1,1,1,4752,6.1,4.2,5,1,New,High,411.94,389.91909999999996
884,PROP-008566,Mumbai,Andheri,Standard,Villa,4,4,1,2347,1910,0,3,Ground,North,Semi-Furnished,0,3,7.2,1,0,1,0,5786,10.8,3.4,1,3,Resale,Low,153.65,157.9262
885,PROP-042906,Hyderabad,Gachibowli,Standard,Apartment,5,5,2,2055,1804,3,6,Low (1-4),East,Unfurnished,7,1,5.5,0,0,0,1,2430,19.6,2.1,1,1,Resale,Low,126.01,153.03159999999997
886,PROP-033295,Hyderabad,Gachibowli,Standard,Row House,3,2,3,1489,1205,1,8,Low (1-4),South-East,Fully Furnished,4,4,6.0,0,1,1,0,5232,12.4,6.0,0,1,Resale,Low,62.08,93.78639999999994
887,PROP-012929,Hyderabad,Kondapur,Standard,Independent House,5,5,4,2561,2253,12,17,High (10-19),South-West,Semi-Furnished,0,4,7.2,0,0,0,1,4543,10.6,7.8,3,2,New,High,250.9,249.72880000000023
888,PROP-008384,Delhi,Noida Sector 62,Standard,Penthouse,4,3,1,2048,1726,1,9,Low (1-4),North,Unfurnished,31,3,6.6,1,0,1,0,5358,12.0,0.3,2,0,Resale,Low,81.83,99.03679999999994
889,PROP-026547,Mumbai,Powai,Standard,Row House,5,6,3,2008,1729,4,6,Low (1-4),East,Unfurnished,8,2,4.6,0,0,1,1,3313,21.0,0.5,3,3,Resale,Low,114.74,126.65049999999988
890,PROP-021161,Delhi,Noida Sector 62,Standard,Apartment,3,4,2,1164,948,16,17,High (10-19),South-East,Fully Furnished,14,1,4.8,1,0,1,1,3791,20.0,1.1,2,1,Resale,Low,111.58,100.79089999999997
891,PROP-025332,Hyderabad,Kondapur,Standard,Independent House,5,5,0,2713,2385,17,26,High (10-19),North,Unfurnished,3,4,6.8,0,0,0,1,3660,11.4,1.7,3,3,New,High,215.57,235.56019999999987
892,PROP-000417,Hyderabad,Banjara Hills,Premium,Apartment,2,2,0,924,808,1,2,Low (1-4),East,Semi-Furnished,11,0,5.5,1,0,1,0,4216,6.0,1.0,8,3,Resale,Low,116.96,119.72069999999984
893,PROP-038314,Mumbai,Andheri,Standard,Apartment,4,4,2,1838,1566,15,23,High (10-19),North-East,Fully Furnished,6,1,4.2,0,0,0,1,3257,16.7,3.4,2,4,Resale,Low,145.37,144.7089000000002
894,PROP-040759,Delhi,Dwarka,Standard,Penthouse,5,5,4,2727,2207,1,10,Low (1-4),West,Fully Furnished,10,4,6.9,0,0,0,0,4582,10.3,0.8,1,2,Resale,Low,166.4,165.51299999999983
895,PROP-001407,Bangalore,Koramangala,Premium,Studio,1,1,1,452,367,6,12,Mid (5-9),North-East,Fully Furnished,10,3,6.6,1,0,1,1,3455,10.6,0.8,6,2,New,Low,67.27,69.04360000000008
896,PROP-027989,Delhi,Dwarka,Standard,Villa,5,6,4,2625,2274,13,22,High (10-19),North-West,Semi-Furnished,1,4,8.2,1,1,0,1,6966,22.1,2.6,5,3,Resale,High,244.35,259.78609999999975
897,PROP-020658,Delhi,Dwarka,Standard,Villa,5,5,4,2560,2170,1,9,Low (1-4),East,Semi-Furnished,5,5,8.4,0,1,1,0,4594,12.0,0.3,2,2,Resale,High,296.91,270.26149999999996
898,PROP-046982,Bangalore,Electronic City,Standard,Independent House,5,4,1,2494,2018,15,24,High (10-19),East,Semi-Furnished,0,4,4.4,0,0,1,1,3428,10.1,0.9,2,4,New,High,252.81,258.42249999999984
899,PROP-029902,Mumbai,Powai,Standard,Independent House,5,5,2,2514,2208,1,6,Low (1-4),East,Semi-Furnished,8,3,6.6,0,0,0,0,3543,11.3,0.8,5,1,Resale,High,212.47,218.65720000000005
900,PROP-032870,Delhi,Noida Sector 62,Standard,Row House,5,4,2,2049,1677,5,8,Mid (5-9),South,Unfurnished,6,0,3.7,0,0,1,1,3238,10.2,0.4,3,1,Resale,Low,114.3,125.90099999999993
901,PROP-021614,Hyderabad,Kondapur,Standard,Penthouse,5,6,4,2642,2259,0,8,Ground,North-West,Fully Furnished,1,4,5.7,0,1,1,0,5814,17.0,0.4,4,1,Resale,Low,181.29,156.40119999999993
902,PROP-018693,Bangalore,Indiranagar,Premium,Independent House,5,5,2,2607,2144,8,9,Mid (5-9),West,Fully Furnished,0,5,7.1,0,1,1,1,5783,9.3,0.2,3,4,Resale,High,462.73,458.3216000000004
903,PROP-014463,Hyderabad,Gachibowli,Standard,Apartment,3,3,0,1437,1190,0,16,Ground,South-West,Unfurnished,4,1,4.9,0,0,0,0,2649,17.7,3.8,6,1,New,Low,73.75,110.0033
904,PROP-013530,Delhi,Gurgaon DLF,Premium,Apartment,4,5,2,1684,1443,5,14,Mid (5-9),East,Semi-Furnished,7,1,6.5,1,0,1,1,4700,5.5,4.0,4,4,Resale,Low,105.5,128.49960000000002
905,PROP-029805,Hyderabad,Banjara Hills,Premium,Apartment,3,3,0,1298,1069,4,8,Low (1-4),South,Semi-Furnished,11,1,6.0,1,1,1,1,6849,5.3,0.7,3,5,Resale,High,206.74,212.9766
906,PROP-001445,Bangalore,Indiranagar,Premium,Penthouse,5,6,3,2350,1946,32,33,Top (20+),North,Unfurnished,11,3,8.7,1,1,1,1,6582,8.2,5.4,5,1,Resale,High,334.65,341.39790000000045
907,PROP-018219,Delhi,Noida Extension,Affordable,Apartment,2,3,4,1159,971,1,8,Low (1-4),South-West,Unfurnished,2,1,5.6,0,0,1,0,1668,19.3,5.5,2,1,Resale,Low,58.75,53.6478
908,PROP-045064,Mumbai,Bandra,Premium,Apartment,3,3,1,1353,1175,2,4,Low (1-4),East,Semi-Furnished,1,1,6.2,1,0,1,1,4152,5.9,4.5,2,2,Resale,Low,133.14,143.99069999999992
909,PROP-030647,Mumbai,Bandra,Premium,Apartment,1,1,0,423,372,11,16,High (10-19),South,Unfurnished,6,0,6.2,0,1,1,1,3928,5.3,5.8,4,3,New,Low,51.89,59.3031
910,PROP-049168,Hyderabad,Jubilee Hills,Premium,Apartment,3,4,3,1323,1115,3,12,Low (1-4),South-East,Semi-Furnished,5,1,5.8,0,1,1,1,4853,6.9,2.1,3,2,Resale,High,212.99,216.40660000000017
911,PROP-039990,Delhi,Gurgaon DLF,Premium,Row House,3,3,1,1188,975,6,15,Mid (5-9),South-West,Semi-Furnished,6,3,5.7,0,0,1,1,2281,4.7,8.8,4,3,Resale,Low,173.58,161.59900000000005
912,PROP-044756,Mumbai,Powai,Standard,Independent House,3,2,4,1752,1432,11,18,High (10-19),South-East,Unfurnished,4,3,5.3,0,0,0,1,3696,11.0,1.6,0,1,New,Low,130.13,141.2366
913,PROP-048346,Mumbai,Bandra,Premium,Independent House,2,2,1,1478,1211,8,11,Mid (5-9),North,Unfurnished,0,1,10.0,0,1,1,1,4508,4.4,8.2,2,5,Resale,High,258.65,247.27380000000022
914,PROP-042970,Bangalore,Whitefield,Standard,Independent House,4,3,1,2310,1998,18,19,High (10-19),West,Fully Furnished,4,1,4.5,0,0,1,1,4147,10.2,2.3,3,2,Resale,Low,81.44,159.13890000000004
915,PROP-020420,Delhi,Gurgaon DLF,Premium,Apartment,3,3,2,1296,1072,4,5,Low (1-4),North,Semi-Furnished,13,5,5.1,0,0,1,1,2510,4.4,0.5,4,4,Resale,Low,160.58,159.90319999999997
916,PROP-010897,Mumbai,Andheri,Standard,Apartment,3,4,0,1397,1223,11,14,High (10-19),South-East,Fully Furnished,1,3,6.3,0,0,1,1,2991,11.0,2.8,1,0,New,Low,109.93,115.19490000000009
917,PROP-045621,Delhi,Noida Sector 62,Standard,Apartment,4,4,4,1702,1428,15,20,High (10-19),West,Semi-Furnished,7,2,5.7,0,0,1,1,3471,15.2,3.9,5,1,New,Low,163.31,143.34359999999992
918,PROP-036350,Hyderabad,Jubilee Hills,Premium,Independent House,2,1,2,1194,1018,10,13,High (10-19),North-East,Unfurnished,8,0,6.1,1,0,1,1,3940,5.5,1.6,1,3,New,Low,158.93,156.31810000000013
919,PROP-019313,Hyderabad,Jubilee Hills,Premium,Apartment,2,2,3,813,696,0,17,Ground,South-East,Fully Furnished,12,2,5.6,1,0,1,0,4024,7.5,0.1,2,3,New,Low,110.71,116.15299999999988
920,PROP-005583,Hyderabad,Jubilee Hills,Premium,Studio,1,1,1,589,485,6,11,Mid (5-9),North-East,Fully Furnished,9,2,8.2,0,0,0,1,1641,4.2,0.4,3,1,New,Low,73.61,90.36110000000004
921,PROP-006683,Hyderabad,Banjara Hills,Premium,Penthouse,4,4,3,1974,1697,7,10,Mid (5-9),South-East,Semi-Furnished,2,2,10.0,1,0,1,1,5307,6.0,7.6,3,2,New,High,324.17,317.2499999999995
922,PROP-030680,Bangalore,Koramangala,Premium,Apartment,5,4,2,2197,1862,5,6,Mid (5-9),South,Fully Furnished,2,1,7.5,1,0,1,1,5500,10.9,1.8,9,2,Resale,High,239.34,272.98200000000014
923,PROP-028389,Delhi,South Delhi,Premium,Apartment,3,3,1,1234,1050,5,7,Mid (5-9),West,Semi-Furnished,5,1,7.3,0,1,1,1,4654,6.3,12.8,3,1,New,Low,168.42,167.82629999999997
924,PROP-006848,Bangalore,Indiranagar,Premium,Villa,4,4,1,2198,1773,4,5,Low (1-4),North-East,Semi-Furnished,6,0,7.7,1,0,1,1,4583,4.0,0.5,4,1,Resale,High,325.22,307.1371000000001
925,PROP-015982,Hyderabad,Jubilee Hills,Premium,Penthouse,5,5,2,2553,2214,9,16,Mid (5-9),South,Fully Furnished,8,1,10.0,1,1,1,1,6863,12.1,0.8,4,1,New,High,433.28,432.20019999999954
926,PROP-033676,Hyderabad,Gachibowli,Standard,Penthouse,4,4,3,2215,1889,4,13,Low (1-4),East,Semi-Furnished,0,4,7.7,1,1,1,1,6972,10.4,1.0,4,0,New,High,196.53,208.20149999999995
927,PROP-047504,Bangalore,Indiranagar,Premium,Independent House,4,5,3,2177,1858,18,27,High (10-19),West,Semi-Furnished,10,1,7.6,1,0,1,1,4456,5.9,0.8,6,5,New,High,386.66,363.80290000000014
928,PROP-007566,Hyderabad,Gachibowli,Standard,Penthouse,4,5,0,1970,1583,1,8,Low (1-4),North-West,Semi-Furnished,10,4,8.4,1,0,1,0,4603,13.2,2.5,5,2,New,Low,143.17,145.0381000000001
929,PROP-020729,Delhi,Gurgaon DLF,Premium,Row House,5,5,1,2262,1926,5,14,Mid (5-9),East,Semi-Furnished,3,3,9.0,0,0,1,1,3729,6.6,0.5,2,2,New,High,277.72,296.25110000000024
930,PROP-007412,Delhi,Noida Extension,Affordable,Villa,4,4,3,2332,2022,9,13,Mid (5-9),North-East,Unfurnished,7,2,10.0,1,0,0,1,4881,24.3,0.7,4,1,Resale,Low,70.85,89.3336000000001
931,PROP-025355,Delhi,Dwarka,Standard,Villa,4,4,4,2146,1862,31,33,Top (20+),North,Unfurnished,5,4,6.5,1,1,1,1,6245,13.1,2.9,6,0,Resale,High,241.25,238.93120000000002
932,PROP-047739,Delhi,Dwarka,Standard,Independent House,5,5,3,2766,2344,17,24,High (10-19),East,Semi-Furnished,9,2,4.3,0,0,0,1,3258,15.0,1.1,5,1,Resale,High,284.68,271.6835000000001
933,PROP-009759,Delhi,Noida Extension,Affordable,Apartment,2,3,1,750,630,31,37,Top (20+),South,Semi-Furnished,14,2,4.0,0,0,0,1,2931,20.1,4.1,4,1,Resale,Low,10.13,18.926400000000037
934,PROP-009768,Bangalore,Electronic City,Standard,Studio,1,2,1,348,290,0,4,Ground,South,Semi-Furnished,7,1,5.1,0,0,1,0,2348,10.0,7.0,4,2,Resale,Low,15.29,19.201699999999988
935,PROP-007134,Mumbai,Powai,Standard,Apartment,3,3,2,1408,1170,21,22,Top (20+),North-East,Unfurnished,3,0,5.2,0,0,0,1,1468,13.1,0.5,3,3,Resale,Low,66.52,79.80320000000015
936,PROP-028594,Hyderabad,Gachibowli,Standard,Studio,1,2,3,397,349,18,25,High (10-19),South,Unfurnished,5,0,4.5,0,0,1,1,1338,14.0,3.8,3,2,Resale,Low,20.07,22.87320000000001
937,PROP-041210,Hyderabad,Madhapur,Standard,Apartment,4,5,0,1840,1496,2,4,Low (1-4),South,Semi-Furnished,6,2,4.4,1,0,0,1,4008,16.1,1.5,1,1,New,Low,149.29,141.42170000000016
938,PROP-023112,Mumbai,Bandra,Premium,Apartment,5,5,4,2113,1847,5,10,Mid (5-9),North,Semi-Furnished,0,3,6.5,1,0,1,1,5117,7.4,2.5,3,4,Resale,High,283.2,297.99360000000024
939,PROP-044347,Hyderabad,Kondapur,Standard,Penthouse,4,4,2,2095,1745,5,6,Mid (5-9),South-West,Unfurnished,6,5,5.6,1,0,1,1,4970,13.1,4.8,2,2,Resale,Low,159.95,157.68950000000027
940,PROP-022810,Delhi,Noida Extension,Affordable,Studio,1,2,1,300,253,3,10,Low (1-4),South-West,Unfurnished,4,0,2.2,0,0,1,1,1369,18.3,0.8,3,3,New,Low,10.0,11.637900000000004
941,PROP-020508,Bangalore,Indiranagar,Premium,Apartment,3,3,1,1229,986,1,7,Low (1-4),North-East,Unfurnished,5,3,6.8,1,1,1,0,5984,5.5,0.4,1,1,New,High,196.14,205.3878999999999
942,PROP-045706,Mumbai,Powai,Standard,Villa,5,5,2,2502,2019,18,19,High (10-19),South,Fully Furnished,6,1,5.4,1,1,1,1,6072,11.4,10.0,2,3,Resale,High,249.07,255.05109999999982
943,PROP-021762,Mumbai,Navi Mumbai,Affordable,Apartment,5,5,2,2398,2082,18,20,High (10-19),West,Semi-Furnished,1,5,5.3,0,0,0,1,3034,18.8,0.9,1,1,Resale,Low,98.17,137.19399999999996
944,PROP-021496,Bangalore,Indiranagar,Premium,Independent House,3,3,1,1890,1589,7,12,Mid (5-9),North,Fully Furnished,3,0,6.1,1,0,1,1,4425,4.8,8.7,1,2,Resale,High,253.12,271.6825999999998
945,PROP-011505,Hyderabad,Gachibowli,Standard,Villa,4,5,4,2122,1702,10,11,High (10-19),North-East,Fully Furnished,23,5,5.1,1,1,1,1,7555,12.5,2.1,3,0,Resale,Low,176.11,165.29890000000015
946,PROP-032457,Bangalore,HSR Layout,Standard,Studio,1,1,3,503,423,30,38,Top (20+),North-West,Semi-Furnished,0,2,6.0,0,0,0,1,870,17.4,0.5,2,3,Resale,Low,38.77,39.91099999999999
947,PROP-044210,Delhi,Noida Extension,Affordable,Row House,4,3,0,1537,1333,18,26,High (10-19),West,Semi-Furnished,3,2,5.1,0,0,1,1,2946,18.3,3.4,4,2,Resale,Low,104.23,97.55649999999986
948,PROP-043813,Bangalore,Whitefield,Standard,Apartment,4,4,3,1895,1601,6,7,Mid (5-9),South-East,Semi-Furnished,1,1,4.0,0,0,0,1,2189,11.0,0.4,4,0,Resale,Low,100.52,117.17700000000019
949,PROP-018265,Bangalore,Koramangala,Premium,Villa,4,4,1,2143,1858,34,39,Top (20+),North-West,Unfurnished,12,3,8.8,1,1,1,1,6334,4.9,1.6,5,5,New,High,363.62,349.2565999999998
950,PROP-041115,Delhi,South Delhi,Premium,Apartment,2,2,0,829,723,0,18,Ground,North-East,Semi-Furnished,9,0,6.2,1,0,1,0,3594,5.0,5.2,3,2,New,Low,107.56,108.31039999999999
951,PROP-020035,Bangalore,Indiranagar,Premium,Apartment,3,3,4,1471,1203,15,16,High (10-19),North-West,Fully Furnished,40,0,5.2,0,0,1,1,2850,5.9,4.4,7,2,Resale,Low,155.59,156.4019
952,PROP-010076,Hyderabad,Banjara Hills,Premium,Apartment,2,2,2,944,798,22,23,Top (20+),East,Fully Furnished,1,1,7.2,0,1,1,1,4652,6.6,0.4,2,3,Resale,Low,122.62,134.69860000000017
953,PROP-037297,Bangalore,Koramangala,Premium,Independent House,3,3,3,1883,1636,6,8,Mid (5-9),South,Unfurnished,12,1,7.4,0,1,1,1,5007,4.6,0.1,1,1,Resale,High,324.7,299.09950000000026
954,PROP-014277,Mumbai,Andheri,Standard,Apartment,2,3,0,819,706,2,3,Low (1-4),North-West,Semi-Furnished,0,3,4.3,0,1,0,1,3955,10.9,0.1,2,2,Resale,Low,49.57,59.22009999999997
955,PROP-035781,Hyderabad,Kondapur,Standard,Independent House,2,3,2,1457,1223,14,19,High (10-19),South-East,Semi-Furnished,0,2,4.6,0,0,1,1,2481,10.2,9.8,3,4,Resale,Low,89.83,104.85819999999995
956,PROP-016871,Bangalore,Whitefield,Standard,Independent House,2,3,1,1324,1151,4,5,Low (1-4),East,Unfurnished,8,2,3.8,0,0,1,1,2491,11.1,1.0,5,2,Resale,Low,78.98,88.93539999999985
957,PROP-004230,Mumbai,Bandra,Premium,Apartment,3,4,0,1028,849,1,3,Low (1-4),East,Semi-Furnished,7,2,6.4,1,0,1,0,2771,6.2,1.2,6,3,Resale,Low,83.84,100.38860000000008
958,PROP-049030,Bangalore,Koramangala,Premium,Apartment,2,3,4,813,705,0,17,Ground,South-West,Semi-Furnished,1,0,7.9,1,0,1,0,3421,5.5,7.0,8,1,New,Low,106.96,113.30319999999982
959,PROP-000168,Hyderabad,Gachibowli,Standard,Apartment,2,2,1,628,543,19,20,High (10-19),North,Semi-Furnished,12,0,4.6,0,0,0,1,1360,12.8,0.2,4,0,Resale,Low,58.88,54.08630000000008
960,PROP-014447,Delhi,Noida Sector 62,Standard,Penthouse,4,4,3,2188,1752,4,10,Low (1-4),East,Semi-Furnished,11,4,6.5,1,1,0,1,6333,10.7,1.0,3,0,New,Low,141.49,152.41249999999994
961,PROP-036717,Hyderabad,Banjara Hills,Premium,Penthouse,4,5,0,2170,1894,18,21,High (10-19),North,Fully Furnished,5,4,9.1,0,1,1,1,5270,4.5,0.3,3,2,Resale,High,419.26,395.7903999999999
962,PROP-036165,Mumbai,Andheri,Standard,Apartment,3,4,1,1376,1172,17,23,High (10-19),South-West,Fully Furnished,13,2,7.2,0,0,0,1,2156,10.6,0.9,2,3,New,Low,172.28,151.35770000000022
963,PROP-014474,Delhi,South Delhi,Premium,Penthouse,3,3,0,1392,1187,9,10,Mid (5-9),South-West,Semi-Furnished,1,2,8.6,1,1,1,1,6250,8.4,2.3,3,2,Resale,High,233.1,235.66829999999973
964,PROP-044427,Hyderabad,Banjara Hills,Premium,Independent House,4,5,1,2237,1831,7,13,Mid (5-9),South-East,Semi-Furnished,0,1,8.2,1,1,1,1,6380,5.9,1.9,5,4,New,High,382.36,384.0785000000002
965,PROP-046117,Hyderabad,Kondapur,Standard,Studio,1,1,1,449,367,8,14,Mid (5-9),North,Unfurnished,4,1,4.1,0,0,0,1,1517,10.2,0.8,3,1,Resale,Low,40.21,36.166500000000006
966,PROP-030626,Hyderabad,Banjara Hills,Premium,Villa,3,3,1,1684,1394,4,7,Low (1-4),North,Unfurnished,0,5,9.6,1,1,1,1,7266,6.5,0.2,4,2,New,High,271.31,266.36929999999995
967,PROP-009961,Mumbai,Bandra,Premium,Independent House,5,6,2,2865,2374,0,10,Ground,South-East,Semi-Furnished,4,0,8.0,0,1,1,0,5359,6.6,1.3,4,4,New,High,336.57,368.19349999999986
968,PROP-038723,Bangalore,Koramangala,Premium,Apartment,3,3,2,1357,1104,14,16,High (10-19),North-East,Semi-Furnished,6,2,10.0,0,1,1,1,4464,4.0,0.2,1,1,Resale,High,194.12,217.17419999999998
969,PROP-028345,Hyderabad,Kondapur,Standard,Independent House,4,4,1,2322,1869,7,9,Mid (5-9),West,Fully Furnished,5,1,4.5,0,0,0,1,3977,18.9,4.3,1,0,Resale,High,222.43,225.2868000000001
970,PROP-016438,Bangalore,Koramangala,Premium,Independent House,5,6,2,2426,2060,3,4,Low (1-4),East,Semi-Furnished,0,1,4.0,0,1,1,1,5763,4.2,0.1,4,0,Resale,High,347.55,359.0011999999998
971,PROP-008854,Mumbai,Powai,Standard,Independent House,4,5,2,2309,2016,23,28,Top (20+),East,Unfurnished,18,1,5.7,0,0,1,1,3975,11.4,3.8,1,1,New,Low,162.72,161.92029999999986
972,PROP-017364,Delhi,Noida Extension,Affordable,Apartment,2,2,3,912,755,6,13,Mid (5-9),West,Unfurnished,6,1,4.7,0,0,0,1,2578,21.7,6.3,3,1,New,Low,67.65,55.326099999999975
973,PROP-004581,Mumbai,Bandra,Premium,Row House,3,3,3,1331,1065,9,15,Mid (5-9),North-East,Semi-Furnished,20,1,6.9,0,0,1,1,2837,4.5,5.5,6,0,Resale,Low,173.03,166.52790000000022
974,PROP-047304,Mumbai,Navi Mumbai,Affordable,Row House,2,2,0,836,671,11,18,High (10-19),South-West,Semi-Furnished,11,1,4.1,0,0,0,1,2646,21.9,0.3,2,2,New,Low,34.56,33.207099999999976
975,PROP-044680,Delhi,South Delhi,Premium,Penthouse,5,5,1,2197,1822,3,12,Low (1-4),South,Unfurnished,6,5,10.0,1,1,1,1,6831,5.1,6.2,1,4,New,High,274.64,315.1817
976,PROP-015193,Mumbai,Bandra,Premium,Apartment,2,2,1,962,821,9,10,Mid (5-9),South-East,Fully Furnished,8,2,7.7,1,0,1,1,3774,11.4,1.5,6,2,New,Low,76.12,101.72920000000008
977,PROP-031448,Bangalore,Electronic City,Standard,Penthouse,3,3,2,1468,1286,16,18,High (10-19),East,Unfurnished,8,5,5.9,1,0,1,1,4881,16.1,0.1,5,0,Resale,Low,87.89,122.40259999999995
978,PROP-005526,Bangalore,Indiranagar,Premium,Apartment,2,2,3,872,730,12,16,High (10-19),North-East,Semi-Furnished,3,1,5.5,0,0,1,1,1629,4.8,1.6,2,6,Resale,Low,130.17,128.02360000000002
979,PROP-039228,Mumbai,Bandra,Premium,Independent House,3,2,4,1864,1589,7,8,Mid (5-9),North,Unfurnished,21,1,8.2,0,1,1,1,3093,6.8,1.3,2,3,New,High,247.02,245.25220000000024
980,PROP-003468,Hyderabad,Gachibowli,Standard,Independent House,4,4,3,2250,1847,8,9,Mid (5-9),South-East,Fully Furnished,11,5,4.6,0,1,1,1,5874,15.9,0.1,1,1,Resale,High,220.49,227.85030000000015
981,PROP-015074,Bangalore,Electronic City,Standard,Apartment,2,3,2,755,620,15,16,High (10-19),North-East,Unfurnished,8,0,4.4,0,0,0,1,2103,12.1,2.8,4,3,Resale,Low,41.71,45.529000000000025
982,PROP-048706,Mumbai,Powai,Standard,Apartment,3,3,1,1449,1243,4,5,Low (1-4),South-West,Semi-Furnished,15,0,4.1,0,0,0,1,2807,10.1,0.2,2,0,Resale,Low,103.44,112.12850000000002
983,PROP-013610,Mumbai,Powai,Standard,Villa,3,4,4,1820,1528,15,16,High (10-19),North,Unfurnished,3,3,6.0,1,0,1,1,4190,18.2,1.1,2,0,New,Low,146.85,145.70400000000018
984,PROP-018786,Bangalore,Whitefield,Standard,Independent House,4,4,1,2441,2065,12,16,High (10-19),South,Unfurnished,1,1,4.0,0,0,1,1,2896,10.3,0.9,1,0,Resale,High,215.95,222.8499000000002
985,PROP-039758,Hyderabad,Jubilee Hills,Premium,Independent House,4,4,2,2256,1937,0,16,Ground,East,Fully Furnished,2,2,5.9,1,0,1,0,5095,7.2,0.1,2,5,Resale,High,398.54,370.9103000000005
986,PROP-024217,Bangalore,HSR Layout,Standard,Independent House,4,4,2,2192,1828,0,9,Ground,South,Unfurnished,0,0,5.5,0,0,1,0,2647,11.3,1.6,3,1,New,High,218.98,220.19699999999975
987,PROP-033986,Hyderabad,Jubilee Hills,Premium,Independent House,3,3,4,1742,1449,5,8,Mid (5-9),North,Semi-Furnished,3,3,6.4,0,1,0,1,4662,4.9,3.7,1,3,New,High,242.35,249.44179999999983
988,PROP-011626,Bangalore,Koramangala,Premium,Apartment,3,2,0,1203,1028,16,24,High (10-19),South-East,Semi-Furnished,0,2,8.4,1,1,1,1,5453,7.6,4.2,3,2,Resale,Low,182.09,173.5090000000001
989,PROP-012137,Hyderabad,Kondapur,Standard,Studio,1,2,1,547,466,7,14,Mid (5-9),North,Fully Furnished,0,2,7.3,0,0,1,1,1622,14.2,6.3,4,1,Resale,Low,72.61,44.21709999999998
